Student_ID,Z_Name,Animal_Type,Animal_Category,Zootopia_District,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Fur_Color,Paw_Size,Tail_Length_cm,Stress_Level
1463,Raymond Mouse,Hamster,Prey,Savanna Central,8.8,2.2,,1.9,1.7,Striped,Small,37,High
1464,Gareth Hare,Moose,Prey,Meadowlands,8.7,3.9,5.4,0.3,5.7,White,Small,28,High
1465,Chief Macaque,Mouse,Prey,Rainforest District,9.7,2.1,8.1,2.0,2.1,Orange,Small,141,High
1466,Bucky Dingo,Moose,Prey,Rainforest District,8.7,1.2,6.5,5.0,2.6,White,Small,2,High
1467,Gary Badger,Rabbit,Prey,Meadowlands,5.4,3.5,6.3,3.6,5.2,Orange,Extra Large,55,Low
1468,Raymond Fox,Giraffe,Prey,Sahara Square,7.1,2.8,6.7,1.7,5.7,Orange,Large,132,Moderate
1469,Peter Badger,Jaguar,Predator,Tundratown,10.0,3.0,8.2,1.0,1.8,Brown,Small,135,High
1470,,Zebra,Prey,Tundratown,7.7,3.4,5.2,2.2,5.5,Black,Large,117,High
1471,Yax Tiger,Sheep,Prey,Sahara Square,6.2,1.8,5.4,5.7,4.9,Golden,Small,17,High
1472,Manchas Cougar,Cheetah,Predator,Tundratown,7.8,3.7,5.0,4.5,3.0,Golden,Medium,62,High
1473,Nick Cheetah,Fox,Predator,Tundratown,9.5,0.6,5.5,2.5,5.9,Orange,Medium,115,High
1474,Pronk Porcupine,Cheetah,Predator,Savanna Central,7.6,0.6,,4.9,5.9,Golden,Medium,125,High
1475,Bucky Panther,Weasel,Predator,Tundratown,5.4,2.5,9.6,1.3,5.2,White,Small,45,Low
1476,Lionheart Moose,Otter,Predator,Savanna Central,8.0,0.7,8.7,1.8,4.8,Spotted,Medium,101,Moderate
1477,Nangi Bear,Rhino,Prey,Sahara Square,7.3,2.4,5.9,4.4,4.0,,Large,113,High
1478,Gary Moose,Gazelle,Prey,Tundratown,5.8,2.8,5.6,2.6,7.2,Orange,Extra Large,86,High
1479,Paws Rat,Rhino,Prey,Savanna Central,6.2,3.0,6.3,5.3,3.2,Grey,Medium,33,Moderate
1480,Priscilla Hare,Hippo,Prey,Meadowlands,8.1,0.4,7.0,4.3,4.2,Striped,Large,14,High
1481,Sharla Skunk,Hamster,Prey,Rainforest District,8.3,2.5,6.4,2.3,4.5,Brown,Extra Large,112,High
1482,Fuzzy Sloth,Rat,Prey,,7.5,2.8,6.2,1.9,5.6,Black,Small,59,Moderate
1483,Fuzzy Lynx,Hamster,Prey,Sahara Square,6.7,0.1,6.7,4.8,5.7,Grey,Large,7,Moderate
1484,,Otter,Predator,Savanna Central,7.3,0.1,9.4,0.1,7.1,Striped,Large,68,Moderate
1485,Bucky Mouse,Sloth,Prey,Savanna Central,9.7,2.0,6.7,5.2,0.4,Black,Small,91,High
1486,Bonnie Beaver,Leopard,Predator,Savanna Central,7.7,0.9,7.1,,4.4,Black,Medium,39,Moderate
1487,Frantic Rat,Rabbit,Prey,Sahara Square,8.6,0.0,9.7,0.9,4.8,,Medium,55,High
1488,Whiskers Puma,Sloth,Prey,Rainforest District,5.2,0.5,9.9,1.9,6.5,White,Extra Large,122,Low
1489,Doug Yak,Giraffe,Prey,Meadowlands,5.6,0.4,8.6,5.1,4.3,,Large,60,Low
1490,Finnick Wolf,Mouse,Prey,Downtown,6.1,2.1,6.3,5.6,3.9,Black,Extra Large,45,Moderate
1491,Nick Rat,Hamster,Prey,Meadowlands,9.5,2.3,6.8,2.1,3.3,Golden,Extra Large,141,High
1492,Ranger Bear,Rat,Prey,Rainforest District,7.3,3.4,9.7,1.2,2.4,Striped,Small,25,Moderate
1493,Raymond Tiger,Rhino,Prey,Sahara Square,7.8,0.4,6.0,2.5,7.3,White,Extra Large,62,Moderate
1494,Swift Yak,Panther,Predator,Meadowlands,5.8,1.8,8.0,4.2,4.2,Brown,Medium,136,Low
1495,Whiskers Raccoon,Leopard,Predator,Tundratown,6.9,3.5,7.8,2.5,3.3,Striped,Large,8,Moderate
1496,Bucky Macaque,Fox,Predator,Downtown,9.1,2.5,9.2,1.6,1.6,Spotted,Small,119,High
1497,Madge Cougar,Elephant,Prey,Rainforest District,5.6,0.1,6.5,4.2,7.6,Golden,Extra Large,133,Low
1498,Larry Elephant,Cheetah,Predator,Tundratown,7.5,1.7,7.1,1.4,6.3,Orange,Large,13,Moderate
1499,Kevin Hippo,Hyena,Predator,Downtown,5.7,0.8,5.3,1.2,11.0,Striped,Large,108,High
1500,Clawhauser Mouse,Sheep,Prey,Savanna Central,6.8,0.0,,0.2,7.8,Spotted,Large,36,Moderate
1501,Lionheart Cat,Wolf,Predator,,9.7,3.6,7.7,1.6,1.4,Striped,Small,97,High
1502,,Cheetah,Predator,Savanna Central,,0.2,5.3,2.7,7.6,Black,Extra Large,117,High
1503,Yax Elephant,Yak,Prey,Sahara Square,7.7,3.6,5.5,4.9,2.3,Grey,Small,112,High
1504,Gazelle Gorilla,Gazelle,Prey,Savanna Central,6.6,1.6,5.8,3.0,7.0,White,Large,32,High
1505,,Panther,Predator,Rainforest District,,1.8,7.5,4.8,0.9,White,Small,19,High
1506,Paws Cat,Leopard,Predator,Meadowlands,6.3,3.5,7.9,1.3,5.0,Brown,Large,119,Moderate
1507,Gazelle Moose,Hyena,Predator,Savanna Central,6.3,3.2,5.2,6.0,3.3,Spotted,Large,6,High
1508,Gary Squirrel,Jaguar,Predator,Savanna Central,7.0,2.0,9.4,2.3,3.3,Black,Large,115,Moderate
1509,Gazelle Coyote,Sloth,Prey,Meadowlands,7.7,0.2,5.0,1.5,9.6,White,Small,123,High
1510,Madge Badger,Zebra,Prey,,5.6,1.6,8.2,4.3,4.3,Grey,Medium,137,Low
1511,Gareth Elephant,Polar Bear,Predator,Tundratown,5.9,0.3,9.7,1.6,6.5,Golden,Medium,135,Low
1512,Duke Jackal,Rhino,Prey,Meadowlands,9.1,3.1,8.0,1.3,2.5,,Small,54,High
1513,Paws Sloth,Elephant,Prey,Rainforest District,6.3,0.5,7.5,3.5,6.2,,Small,3,Moderate
1514,Snout Elephant,Leopard,Predator,Savanna Central,6.8,2.6,9.5,0.8,4.3,Striped,Extra Large,44,Moderate
1515,Fabienne Lynx,Elephant,Prey,Savanna Central,6.9,0.6,8.1,4.4,4.0,Brown,Small,45,Moderate
1516,Emmitt Bunny,Cheetah,Predator,Downtown,9.8,0.3,8.0,0.3,5.6,Black,Small,122,High
1517,Bogo Bear,Sloth,Prey,Tundratown,,2.1,8.3,3.4,0.7,Golden,Extra Large,147,High
1518,Hooves Bunny,Gazelle,Prey,Downtown,5.6,1.9,8.0,0.2,8.3,Black,Medium,47,Low
1519,Pronk Jaguar,Rat,Prey,,6.4,0.1,7.1,5.4,5.0,Black,Medium,46,Moderate
1520,Fuzzy Fox,Sloth,Prey,,9.6,3.0,8.7,1.9,0.8,Grey,Small,9,High
1521,Fluffy Hedgehog,Jaguar,Predator,Savanna Central,6.0,0.8,,1.3,7.5,Golden,Medium,71,Moderate
1522,Doug Beaver,Wolf,Predator,Meadowlands,8.9,1.8,9.0,3.6,0.7,Brown,Small,31,High
1523,Nick Dingo,Hyena,Predator,Savanna Central,8.3,0.9,6.4,1.9,6.5,Golden,Extra Large,126,High
1524,Claws Shrew,Lion,Predator,Tundratown,6.0,1.8,9.5,0.6,6.1,White,Small,22,Moderate
1525,Officer Skunk,Zebra,Prey,Savanna Central,8.6,2.7,5.5,5.5,1.7,Orange,Medium,5,High
1526,Swift Coyote,Rat,Prey,Tundratown,8.8,1.0,8.5,0.2,5.5,,Small,85,High
1527,Kevin Armadillo,Cheetah,Predator,Savanna Central,9.2,1.8,8.2,1.1,3.7,,Medium,101,High
1528,Fuzzy Hedgehog,Fox,Predator,Meadowlands,7.4,,7.3,5.4,1.4,Golden,Small,142,Moderate
1529,FruFru Rat,Hedgehog,Prey,Sahara Square,7.5,3.4,9.0,1.7,2.4,White,Medium,78,Moderate
1530,Yax Sloth,Jaguar,Predator,,9.1,0.9,7.6,4.8,1.6,Spotted,Extra Large,35,High
1531,Agent Lion,Moose,Prey,Downtown,6.8,2.6,6.2,0.7,7.7,Spotted,Small,138,Moderate
1532,Pronk Macaque,Cheetah,Predator,Downtown,6.4,3.4,6.7,5.8,1.7,Golden,Small,72,Moderate
1533,Frantic Baboon,Mouse,Prey,Sahara Square,9.9,1.1,5.2,4.2,3.6,Brown,Small,105,High
1534,Larry Yak,Zebra,Prey,Meadowlands,8.5,0.1,9.4,0.8,5.2,Spotted,Medium,30,High
1535,Whiskers Rhino,Tiger,Predator,Savanna Central,5.6,0.7,9.8,4.2,3.7,Orange,Medium,26,Low
1536,Flash Hippo,Gazelle,Prey,Downtown,6.7,0.9,7.4,3.3,5.7,Golden,Medium,106,Moderate
1537,Lionheart Cheetah,Otter,Predator,,8.2,1.0,9.7,0.9,4.2,White,Large,10,High
1538,Hooves Rhino,Rhino,Prey,Rainforest District,7.2,2.3,7.2,2.5,4.8,Striped,Extra Large,150,Moderate
1539,Dash Sloth,Tiger,Predator,Downtown,8.7,2.7,,0.8,2.6,Orange,Extra Large,90,High
1540,,Hippo,Prey,Rainforest District,6.8,,6.6,0.9,7.8,Black,Extra Large,39,Moderate
1541,Dash Hopps,Tiger,Predator,Downtown,6.1,0.4,8.4,4.0,5.1,Orange,Extra Large,109,Moderate
1542,Manchas Cheetah,Jaguar,Predator,Tundratown,7.9,3.9,7.7,4.1,0.4,White,Extra Large,12,Moderate
1543,FruFru Bunny,Hippo,Prey,Rainforest District,5.4,0.8,7.2,3.5,7.1,Golden,Medium,69,Low
1544,Manchas Porcupine,Sheep,Prey,Meadowlands,9.0,2.4,6.0,3.0,3.6,White,Medium,99,High
1545,Gideon Chipmunk,Sloth,Prey,Tundratown,8.7,3.1,7.5,1.4,3.3,White,Extra Large,16,High
1546,Dash Bunny,Otter,Predator,Tundratown,8.7,1.0,5.9,3.2,5.2,Black,Medium,58,High
1547,Claws Rabbit,Zebra,Prey,,6.4,2.5,5.6,3.9,5.6,Spotted,Medium,53,High
1548,Judy Armadillo,Rabbit,Prey,Rainforest District,8.9,2.4,9.9,1.0,1.8,Orange,Medium,32,High
1549,Kevin Jaguar,Moose,Prey,Rainforest District,8.4,0.3,7.0,5.8,2.5,Striped,Small,96,High
1550,Finnick Sheep,Tiger,Predator,Sahara Square,5.6,2.8,8.2,2.2,5.2,Black,Medium,66,Low
1551,Bucky Tiger,Tiger,Predator,Meadowlands,9.8,0.1,6.5,5.5,2.1,Orange,Small,98,High
1552,Nick Fox,Moose,Prey,Sahara Square,7.7,3.3,5.5,5.7,1.8,Golden,Extra Large,133,High
1553,Judy Bunny,Mouse,Prey,Sahara Square,9.0,0.7,8.6,2.2,3.5,Golden,Small,128,High
1554,Clawhauser Bear,Sheep,Prey,Downtown,9.8,,7.1,2.9,3.7,Orange,Large,86,High
1555,Ranger Hedgehog,Rabbit,Prey,Meadowlands,6.9,1.5,5.3,4.1,6.2,Golden,Large,67,High
1556,Agent Bear,Fox,Predator,Rainforest District,9.1,3.2,7.4,1.3,3.0,Brown,Extra Large,17,High
1557,Agent Jackal,Gazelle,Prey,Savanna Central,8.2,1.2,6.2,4.4,4.0,Golden,Extra Large,109,High
1558,Sparky Yak,Pig,Prey,Savanna Central,6.2,3.7,7.6,2.2,4.3,White,Large,56,Moderate
1559,Larry Coyote,Polar Bear,Predator,Rainforest District,9.4,1.6,6.7,1.2,5.1,Golden,Small,21,High
1560,Hooves Fox,Sloth,Prey,Downtown,8.4,1.2,7.9,0.4,6.1,Striped,Small,24,High
1561,Pronk Lynx,Hamster,Prey,Tundratown,6.0,1.6,9.7,2.3,4.4,Spotted,Medium,121,Moderate
1562,Mayor Sheep,Sheep,Prey,Sahara Square,5.6,,6.5,0.9,10.8,Golden,Small,54,Low
1563,Priscilla Gorilla,Rabbit,Prey,Meadowlands,5.9,3.0,5.1,3.3,6.7,Grey,Extra Large,82,High
1564,Sharla Macaque,Fox,Predator,Meadowlands,,1.3,6.5,4.4,4.0,Spotted,Small,11,Moderate
1565,Gideon Bear,Rat,Prey,Downtown,9.4,0.8,5.5,5.4,2.9,Golden,Medium,58,High
1566,,Polar Bear,Predator,Meadowlands,6.8,0.5,7.9,3.2,5.6,Striped,Extra Large,60,Moderate
1567,Frantic Wolf,Polar Bear,Predator,Meadowlands,6.0,1.8,9.0,3.5,3.7,White,Extra Large,149,Moderate
1568,Bogo Puma,Weasel,Predator,Savanna Central,,3.2,,0.6,3.6,Spotted,Large,10,High
1570,,Rat,Prey,,6.1,2.4,9.6,4.7,1.2,,Small,71,Moderate
1571,Gideon Opossum,Zebra,Prey,Rainforest District,9.6,3.9,5.1,3.4,2.0,Striped,Extra Large,121,High
1572,Pronk Baboon,Zebra,Prey,Downtown,6.3,3.9,8.1,4.5,1.2,Orange,Medium,133,Moderate
1573,Pronk Jackal,Wolf,Predator,Sahara Square,5.4,0.7,,0.1,9.0,Brown,Large,132,Low
1574,Ranger Fox,Hamster,Prey,Tundratown,8.1,,6.7,0.6,5.8,Golden,Medium,134,High
1575,Emmitt Shrew,Cheetah,Predator,Meadowlands,5.3,2.4,7.6,,4.2,Spotted,Medium,114,Low
1576,Bonnie Cheetah,Zebra,Prey,Downtown,7.0,0.1,6.7,5.9,4.3,Grey,Small,62,Moderate
1577,Doug Dog,Hedgehog,Prey,Meadowlands,9.4,1.3,7.9,4.6,0.8,White,Small,13,High
1578,Stu Jaguar,Hippo,Prey,Rainforest District,5.4,2.0,9.8,4.2,2.6,Black,Small,100,Low
1579,Lionheart Panther,Tiger,Predator,Tundratown,5.4,0.8,,5.0,3.9,Grey,Large,82,Low
1580,Tail Wilde,Leopard,Predator,,5.1,3.3,8.9,1.6,5.1,White,Medium,140,Low
1581,Agent Skunk,Jaguar,Predator,Savanna Central,8.5,0.9,5.2,1.2,8.2,Golden,Small,50,High
1582,,Polar Bear,Predator,Rainforest District,7.1,2.0,7.4,1.6,5.9,Grey,Medium,128,Moderate
1583,Raymond Yak,Sloth,Prey,Downtown,5.1,2.4,7.0,1.8,7.7,White,Medium,23,Low
1584,Kevin Opossum,Cheetah,Predator,,9.3,2.0,5.7,4.2,2.8,Golden,Large,128,High
1585,Mayor Pig,Weasel,Predator,Meadowlands,6.0,1.8,5.3,5.0,5.9,,Small,110,High
1586,Fuzzy Leopard,Mouse,Prey,Tundratown,8.7,2.5,9.0,1.6,2.2,Black,Small,73,High
1587,Yax Mouse,Hedgehog,Prey,Rainforest District,8.9,1.8,9.7,,1.8,Golden,Large,121,High
1588,Snout Gorilla,Elephant,Prey,Savanna Central,9.1,2.2,5.9,2.8,4.0,Orange,Large,43,High
1589,Hooves Mouse,Rhino,Prey,Rainforest District,9.8,3.0,9.1,0.1,2.0,Orange,Large,34,High
1590,,Moose,Prey,Tundratown,9.2,0.2,9.3,2.9,2.4,Striped,Large,46,High
1591,Emmitt Badger,Jaguar,Predator,,6.0,1.3,6.4,3.2,7.1,Brown,Large,51,Moderate
1592,Finnick Chipmunk,Pig,Prey,Rainforest District,6.2,1.8,7.6,4.6,3.8,Black,Small,93,Moderate
1593,Duke Hare,Rabbit,Prey,Rainforest District,7.2,3.2,8.1,0.6,4.9,Grey,Small,99,Moderate
1594,Finnick Elephant,Pig,Prey,Meadowlands,7.0,,7.9,2.3,3.8,Striped,Large,90,Moderate
1595,Officer Elephant,Rabbit,Prey,Sahara Square,5.9,0.9,7.9,2.5,6.8,Spotted,Small,114,Low
1596,Tail Cat,Hamster,Prey,Meadowlands,8.3,3.4,6.3,2.9,3.1,Orange,Medium,6,High
1597,Finnick Lynx,Cheetah,Predator,Tundratown,9.9,1.3,8.0,0.4,4.4,Golden,Medium,41,High
1598,Sharla Chipmunk,Leopard,Predator,Downtown,9.8,2.9,8.9,1.7,0.7,Black,Large,133,High
1599,Flash Badger,Leopard,Predator,Sahara Square,7.9,1.8,9.3,4.8,0.2,Grey,Large,150,Moderate
1600,Manchas Jackal,Hedgehog,Prey,Savanna Central,7.9,2.2,7.3,1.3,5.3,White,Small,127,Moderate
1601,Judy Rat,Sloth,Prey,Rainforest District,5.0,1.0,7.5,,8.2,Striped,Small,139,Low
1602,Swift Baboon,Pig,Prey,,6.8,1.8,5.7,0.3,9.4,Spotted,Extra Large,17,High
1603,Officer Sloth,Tiger,Predator,Sahara Square,8.9,2.3,,0.6,3.4,,Medium,73,High
1604,Koslov Tiger,Yak,Prey,Tundratown,6.1,0.0,5.7,1.9,10.3,White,Medium,145,High
1605,Jerry Opossum,Mouse,Prey,Rainforest District,5.6,3.9,6.5,0.8,7.2,Golden,Extra Large,9,Low
1606,Officer Leopard,Rat,Prey,Sahara Square,5.3,3.4,9.8,1.4,4.1,Brown,Large,145,Low
1607,Jerry Hippo,Zebra,Prey,Tundratown,7.3,0.1,8.2,2.5,5.9,Brown,Small,121,Moderate
1608,Pronk Puma,Hyena,Predator,Savanna Central,8.3,1.7,5.9,4.1,4.0,Black,Medium,98,High
1611,Whiskers Cougar,Wolf,Predator,Savanna Central,8.2,1.5,9.8,1.5,3.0,Striped,Extra Large,45,High
1612,Hooves Panther,Mouse,Prey,Downtown,10.0,1.0,7.2,3.0,2.8,Brown,Medium,95,High
1613,Sparky Jackal,Panther,Predator,Rainforest District,6.5,0.1,6.1,1.7,9.6,Orange,Medium,15,Moderate
1614,Claws Cat,Jaguar,Predator,Downtown,9.4,2.8,5.4,3.9,2.5,Orange,Small,125,High
1615,Sharla Rhino,Cheetah,Predator,Meadowlands,8.3,3.8,5.0,1.5,5.4,Black,Medium,63,High
1616,,Otter,Predator,Rainforest District,5.5,2.1,6.2,1.1,9.1,,Small,123,Low
1617,Hooves Sloth,Hyena,Predator,Savanna Central,9.1,0.5,7.3,5.6,1.5,White,Small,141,High
1618,Peter Wilde,Cheetah,Predator,Sahara Square,5.9,,7.1,,7.8,,Large,15,Low
1619,Fabienne Sloth,Tiger,Predator,Downtown,6.4,3.9,5.8,,3.5,Orange,Large,143,High
1620,Officer Lynx,Leopard,Predator,Savanna Central,5.9,2.6,8.6,4.1,2.8,Grey,Medium,33,Low
1621,Gazelle Badger,Rat,Prey,Sahara Square,6.6,1.0,9.8,5.5,1.1,Striped,Large,68,Moderate
1622,Nangi Cheetah,Panther,Predator,Tundratown,7.3,1.7,5.8,2.6,6.6,Black,Medium,23,High
1623,Whiskers Lynx,Rhino,Prey,Rainforest District,7.7,0.1,7.2,4.7,4.3,White,Small,123,Moderate
1624,,Rabbit,Prey,Tundratown,9.5,,7.8,4.7,1.9,White,Large,16,High
1625,Gazelle Porcupine,Sheep,Prey,Meadowlands,7.7,1.3,5.7,5.3,4.0,Orange,Extra Large,65,High
1626,Ranger Leopard,Pig,Prey,Rainforest District,7.9,,9.0,2.9,1.5,Black,Large,97,Moderate
1627,Bogo Shrew,Panther,Predator,Meadowlands,7.0,2.1,9.0,2.2,3.7,Golden,Medium,136,Moderate
1628,Nick Cougar,Hamster,Prey,Sahara Square,9.6,0.4,8.2,2.4,3.4,Grey,Extra Large,55,High
1629,Nangi Opossum,Rabbit,Prey,Downtown,7.0,2.7,5.3,3.6,5.4,Grey,Medium,125,High
1630,Priscilla Fox,Sheep,Prey,Meadowlands,5.9,3.6,8.3,5.3,0.9,Striped,Small,104,Low
1631,,Tiger,Predator,,7.4,2.2,9.6,4.3,0.5,Black,Large,124,Moderate
1632,Priscilla Wilde,Elephant,Prey,,7.0,,6.4,1.6,7.4,,Small,7,Moderate
1633,Fuzzy Jaguar,Moose,Prey,Sahara Square,9.3,0.3,8.4,1.0,5.0,White,Small,141,High
1634,Peter Hedgehog,Hippo,Prey,Sahara Square,6.3,3.1,9.4,1.2,4.0,White,Medium,8,Moderate
1635,Larry Raccoon,Rat,Prey,Savanna Central,7.3,,,4.1,1.3,Spotted,Small,88,Moderate
1636,Koslov Panther,Moose,Prey,Savanna Central,9.2,0.0,7.0,5.4,2.4,Grey,Large,18,High
1637,Fluffy Hare,Tiger,Predator,Tundratown,8.7,2.2,7.6,1.9,3.6,Black,Extra Large,46,High
1638,Gary Raccoon,Hippo,Prey,Rainforest District,7.1,2.9,9.3,0.7,4.0,,Extra Large,130,Moderate
1639,Stu Squirrel,Tiger,Predator,Downtown,7.3,1.6,8.4,1.5,5.2,Grey,Medium,132,Moderate
1640,Emmitt Cheetah,Elephant,Prey,Downtown,7.1,3.6,10.0,0.4,2.9,Golden,Extra Large,21,Moderate
1641,Ranger Dingo,Hyena,Predator,Downtown,6.2,3.8,9.8,0.4,3.8,White,Extra Large,32,Moderate
1642,Fabienne Cougar,Panther,Predator,Downtown,5.1,,6.4,5.2,4.9,Black,Small,106,Low
1643,Snout Otter,Tiger,Predator,Tundratown,6.4,2.7,8.4,1.3,5.2,Striped,Large,95,Moderate
1644,Fuzzy Squirrel,Jaguar,Predator,Tundratown,6.4,3.2,9.0,2.5,2.9,Golden,Extra Large,110,Moderate
1645,Fluffy Dog,Yak,Prey,Tundratown,8.0,2.4,9.1,1.9,2.6,Brown,Medium,56,Moderate
1646,Snout Hippo,Sloth,Prey,Downtown,7.7,1.8,7.2,0.5,6.8,Brown,Extra Large,113,Moderate
1648,Sparky Mouse,Lion,Predator,Meadowlands,6.9,1.8,7.7,1.2,6.4,Golden,Small,128,Moderate
1649,FruFru Hippo,Hedgehog,Prey,Downtown,5.8,3.5,7.2,2.5,5.0,,Medium,56,Low
1650,Fuzzy Macaque,Leopard,Predator,Rainforest District,7.8,2.2,8.5,1.0,4.5,,Medium,125,Moderate
1651,Ranger Bunny,Fox,Predator,Sahara Square,,3.2,9.7,0.7,4.1,Orange,Medium,32,Moderate
1652,Claws Beaver,Elephant,Prey,,5.3,1.3,5.7,4.3,7.4,,Large,115,High
1653,,Panther,Predator,Sahara Square,7.7,0.6,5.0,4.8,5.9,Grey,Extra Large,17,High
1654,Nick Lynx,Polar Bear,Predator,Meadowlands,6.7,2.3,6.6,0.5,7.9,Striped,Small,134,Moderate
1655,Tail Porcupine,Yak,Prey,Downtown,6.1,0.8,7.1,3.9,6.1,Golden,Large,132,Moderate
1656,Dash Panther,Rabbit,Prey,Meadowlands,9.8,2.4,7.4,2.5,1.9,White,Medium,26,High
1657,FruFru Skunk,Hippo,Prey,,9.6,3.3,6.6,1.1,3.4,Spotted,Small,74,High
1658,Gideon Lion,Rhino,Prey,Downtown,8.7,,5.3,4.3,3.7,Brown,Medium,22,High
1659,Hooves Wolf,Moose,Prey,Downtown,9.0,1.2,8.3,2.3,3.2,Orange,Medium,112,High
1660,Gareth Jackal,Elephant,Prey,Tundratown,9.4,2.0,6.6,4.5,1.5,,Large,8,High
1661,Duke Lynx,Sheep,Prey,Sahara Square,6.1,1.6,9.3,4.3,2.7,Golden,Medium,74,Moderate
1662,Raymond Moose,Mouse,Prey,Rainforest District,6.8,1.1,5.9,,5.7,White,Extra Large,94,High
1663,Duke Skunk,Elephant,Prey,Tundratown,6.3,1.8,6.9,5.9,3.1,Grey,Extra Large,105,Moderate
1664,Tail Rhino,Sheep,Prey,Savanna Central,5.4,2.4,8.0,2.5,5.7,Orange,Extra Large,10,Low
1666,Duke Cougar,Yak,Prey,Downtown,6.3,0.7,9.8,5.1,2.1,Black,Large,38,Moderate
1667,Doug Otter,Sloth,Prey,Rainforest District,6.2,1.3,6.0,3.0,7.5,Striped,Medium,129,Moderate
1668,Doug Hopps,Elephant,Prey,Sahara Square,5.8,3.2,9.0,0.8,5.2,Black,Extra Large,8,Low
1669,Priscilla Porcupine,Tiger,Predator,Sahara Square,7.0,0.7,6.3,1.6,8.4,White,Extra Large,69,Moderate
1670,Gazelle Hyena,Wolf,Predator,Savanna Central,9.7,0.5,9.9,0.9,3.0,Brown,Extra Large,121,High
1671,FruFru Hedgehog,Hamster,Prey,Tundratown,8.9,1.4,5.7,5.1,2.9,White,Small,29,High
1672,Fabienne Puma,Fox,Predator,Rainforest District,7.8,1.9,7.5,4.4,2.4,Striped,Small,17,Moderate
1673,Claws Chipmunk,Zebra,Prey,Savanna Central,5.4,2.7,9.5,0.3,6.1,Black,Medium,59,Low
1674,Yax Hopps,Giraffe,Prey,Tundratown,7.2,1.6,5.7,3.0,6.5,Spotted,Medium,18,High
1675,Nick Moose,Otter,Predator,Meadowlands,5.6,1.9,8.8,1.5,6.2,White,Extra Large,110,Low
1676,Koslov Armadillo,Hyena,Predator,Downtown,8.4,3.4,7.1,3.9,1.2,White,Extra Large,122,High
1677,Gareth Mouse,Lion,Predator,Tundratown,5.2,0.5,6.0,2.4,9.9,White,Extra Large,56,Low
1678,Frantic Otter,Weasel,Predator,Savanna Central,8.3,2.8,7.9,1.8,3.2,Golden,Small,30,High
1679,Manchas Baboon,Otter,Predator,Savanna Central,7.9,1.4,5.4,6.0,3.3,,Medium,24,High
1680,Manchas Armadillo,Hippo,Prey,Sahara Square,8.3,1.3,7.0,1.6,5.8,Striped,Extra Large,90,High
1681,Paws Hedgehog,Hyena,Predator,Sahara Square,6.7,,,3.1,4.0,Black,Extra Large,47,Moderate
1682,Fabienne Wolf,Tiger,Predator,Savanna Central,,0.2,7.9,5.1,1.2,Striped,Medium,42,High
1683,Nick Bunny,Giraffe,Prey,Sahara Square,6.2,3.5,5.1,4.4,4.8,Striped,Large,46,High
1684,Agent Hopps,Sloth,Prey,Sahara Square,7.2,0.2,9.6,2.8,4.2,Grey,Small,87,Moderate
1685,Gideon Moose,Hamster,Prey,Savanna Central,5.1,2.8,7.4,0.7,8.0,Golden,Small,29,Low
1686,Chief Rat,Gazelle,Prey,Rainforest District,7.5,3.3,9.3,2.4,1.5,White,Small,47,Moderate
1687,Bonnie Puma,Giraffe,Prey,,5.1,2.8,7.1,3.4,5.6,,Small,132,Low
1688,Frantic Panther,Giraffe,Prey,Savanna Central,9.6,0.5,8.4,0.0,5.5,White,Extra Large,12,High
1689,Officer Rabbit,Elephant,Prey,Downtown,9.6,0.5,5.5,2.0,6.4,Orange,Small,104,High
1690,Claws Wilde,Hippo,Prey,Sahara Square,7.9,1.8,5.2,1.9,7.2,Striped,Extra Large,133,High
1691,Swift Elephant,Rhino,Prey,Downtown,9.1,2.8,8.6,2.4,1.1,Spotted,Medium,123,High
1692,Madge Weasel,Cheetah,Predator,Meadowlands,6.4,3.3,,2.2,2.2,White,Extra Large,106,Moderate
1693,Madge Wilde,Hamster,Prey,Meadowlands,5.0,0.6,6.6,3.5,8.3,Black,Large,24,Low
1694,Bonnie Shrew,Cheetah,Predator,Downtown,8.9,3.0,8.0,2.6,1.5,Golden,Extra Large,4,High
1695,Fluffy Chipmunk,Weasel,Predator,Sahara Square,8.2,2.5,,5.4,0.1,White,Small,138,High
1696,Raymond Dog,Giraffe,Prey,,9.4,0.9,5.4,2.9,5.4,Golden,Small,30,High
1697,Emmitt Leopard,Hippo,Prey,Meadowlands,7.6,3.3,7.2,3.4,2.5,Brown,Large,146,Moderate
1698,Manchas Hyena,Yak,Prey,Rainforest District,,3.3,5.8,3.6,3.2,Golden,Small,81,High
1699,Emmitt Bear,Leopard,Predator,Savanna Central,8.0,,5.6,5.9,3.8,Striped,Medium,144,High
1700,Lionheart Skunk,Hippo,Prey,Meadowlands,5.9,2.7,8.0,3.9,3.5,Golden,Medium,12,Low
1701,Ranger Porcupine,Yak,Prey,Meadowlands,5.4,3.6,6.9,1.9,6.2,Brown,Small,53,Low
1702,Duke Raccoon,Giraffe,Prey,Tundratown,9.3,3.7,6.5,3.9,0.6,Orange,Medium,84,High
1703,Ranger Chipmunk,Lion,Predator,,8.9,3.7,6.2,3.0,2.2,,Large,54,High
1704,Larry Fox,Giraffe,Prey,Downtown,5.0,2.3,6.7,1.9,8.1,Black,Small,34,Low
